IATA,id,airport_name,city,country,ICAO,latitude,longitude,altitude,timezone,daylight_saving_time,database_timezone,type,source
DIB,3057.0,Dibrugarh Airport,Mohanbari,India,VEMN,27.4839000702,95.01689910889999,362.0,5.5,N,Asia/Calcutta,airport,OurAirports
DIG,6375.0,Diqing Airport,Shangri-La,China,ZPDQ,27.7936,99.6772,10761.0,8,U,Asia/Shanghai,airport,OurAirports
DIK,7064.0,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,KDIK,46.7974014282,-102.80200195299999,2592.0,-7,A,America/Denver,airport,OurAirports
DIL,3310.0,Presidente Nicolau Lobato International Airport,Dili,East Timor,WPDL,-8.54640007019,125.52600097700001,154.0,9,U,Asia/Dili,airport,OurAirports
DIN,6192.0,Dien Bien Phu Airport,Dienbienphu,Vietnam,VVDB,21.3974990845,103.008003235,1611.0,7,U,Asia/Saigon,airport,OurAirports
DIR,1112.0,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,HADR,9.624699592590332,41.85419845581055,3827.0,3,U,Africa/Addis_Ababa,airport,OurAirports
DIW,7562.0,Dickwella Airport,Dickwella,Sri Lanka,\N,5.966667,80.68333299999999,100.0,5.5,U,Asia/Colombo,airport,User
DIY,1722.0,Diyarbakir Airport,Diyabakir,Turkey,LTCC,37.893901825,40.201000213600004,2251.0,3,E,Europe/Istanbul,airport,OurAirports
DJB,3287.0,Sultan Thaha Airport,Jambi,Indonesia,WIPA,-1.6380200386047363,103.6439971923828,82.0,7,N,Asia/Jakarta,airport,OurAirports
DJJ,3244.0,Sentani Airport,Jayapura,Indonesia,WAJJ,-2.5769500732421875,140.51600646972656,289.0,9,N,Asia/Jayapura,airport,OurAirports
DKR,1084.0,Léopold Sédar Senghor International Airport,Dakar,Senegal,GOOY,14.739700317382812,-17.49020004272461,85.0,0,N,Africa/Dakar,airport,OurAirports
DLA,897.0,Douala International Airport,Douala,Cameroon,FKKD,4.0060801506,9.71947956085,33.0,1,N,Africa/Douala,airport,OurAirports
DLC,3404.0,Zhoushuizi Airport,Dalian,China,ZYTL,38.9656982421875,121.53900146484376,107.0,8,U,Asia/Shanghai,airport,OurAirports
DLH,3598.0,Duluth International Airport,Duluth,United States,KDLH,46.8420982361,-92.19360351559999,1428.0,-6,A,America/Chicago,airport,OurAirports
DLI,4153.0,Lien Khuong Airport,Dalat,Vietnam,VVDL,11.75,108.36699676513672,3156.0,7,U,Asia/Saigon,airport,OurAirports
DLM,1715.0,Dalaman International Airport,Dalaman,Turkey,LTBS,36.7131004333,28.792499542199998,20.0,3,E,Europe/Istanbul,airport,OurAirports
DLU,4054.0,Dali Airport,Dali,China,ZPDL,25.649401,100.319,7050.0,8,U,Asia/Shanghai,airport,OurAirports
DME,4029.0,Domodedovo International Airport,Moscow,Russia,UUDD,55.40879821777344,37.90629959106445,588.0,3,N,Europe/Moscow,airport,OurAirports
DMM,2064.0,King Fahd International Airport,Dammam,Saudi Arabia,OEDF,26.471200942993164,49.79790115356445,72.0,3,U,Asia/Riyadh,airport,OurAirports
DMU,6174.0,Dimapur Airport,Dimapur,India,VEMR,25.883899688699998,93.77110290530001,487.0,5.5,N,Asia/Calcutta,airport,OurAirports
DNH,4308.0,Dunhuang Airport,Dunhuang,China,ZLDH,40.16109848022461,94.80919647216795,0.0,8,U,Asia/Shanghai,airport,OurAirports
DNK,2941.0,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,UKDD,48.357200622558594,35.100601196289055,481.0,2,E,Europe/Kiev,airport,OurAirports
DNZ,1699.0,Çardak Airport,Denizli,Turkey,LTAY,37.7855987549,29.701299667399997,2795.0,3,E,Europe/Istanbul,airport,OurAirports
DOH,11051.0,Hamad Intl,Doha,Qatar,OTHH,25.273056,51.608056,35.0,3,N,\N,unknown,User
DOK,2940.0,Donetsk International Airport,Donetsk,Ukraine,UKCC,48.07360076904297,37.73970031738281,791.0,2,E,Europe/Kiev,airport,OurAirports
DOL,1408.0,Deauville-Saint-Gatien Airport,Deauville,France,LFRG,49.3652992249,0.154305994511,479.0,1,E,Europe/Paris,airport,OurAirports
DOM,2877.0,Melville Hall Airport,Dominica,Dominica,TDPD,15.54699993133545,-61.29999923706055,73.0,-4,U,America/Dominica,airport,OurAirports
DPO,6264.0,Devonport Airport,Devonport,Australia,YDPO,-41.169700622600004,146.429992676,33.0,10,O,Australia/Melbourne,airport,OurAirports
DPS,3940.0,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,WADD,-8.7481698989868,115.16699981689,14.0,8,N,Asia/Makassar,airport,OurAirports
DQA,9845.0,Daqing Sartu Airport,Daqing,China,ZYDQ,46.587222,125.228333,489.0,8,N,Asia/Shanghai,airport,User
DRO,3713.0,Durango La Plata County Airport,Durango,United States,KDRO,37.1515007019,-107.75399780299999,6685.0,-7,A,America/Denver,airport,OurAirports
DRS,338.0,Dresden Airport,Dresden,Germany,EDDC,51.1328010559082,13.767200469970705,755.0,1,E,Europe/Berlin,airport,OurAirports
DRW,3999.0,Darwin International Airport,Darwin,Australia,YPDN,-12.41469955444336,130.87699890136722,103.0,9.5,N,Australia/Darwin,airport,OurAirports
DSM,3729.0,Des Moines International Airport,Des Moines,United States,KDSM,41.53400039672852,-93.66310119628906,958.0,-6,A,America/Chicago,airport,OurAirports
DSN,6434.0,Ordos Ejin Horo Airport,Dongsheng,China,ZBDS,39.49,109.861388889,4557.0,8,N,Asia/Shanghai,airport,OurAirports
DTM,373.0,Dortmund Airport,Dortmund,Germany,EDLW,51.518299102799986,7.61223983765,425.0,1,E,Europe/Berlin,airport,OurAirports
DTW,3645.0,Detroit Metropolitan Wayne County Airport,Detroit,United States,KDTW,42.212398529052734,-83.35340118408203,645.0,-5,A,America/New_York,airport,OurAirports
DUB,599.0,Dublin Airport,Dublin,Ireland,EIDW,53.42129898071289,-6.2700700759887695,242.0,0,E,Europe/Dublin,airport,OurAirports
DUD,2011.0,Dunedin Airport,Dunedin,New Zealand,NZDN,-45.9281005859375,170.197998046875,4.0,12,Z,Pacific/Auckland,airport,OurAirports
DUJ,5734.0,DuBois Regional Airport,Du Bois,United States,KDUJ,41.17829895,-78.8986969,1817.0,-5,A,America/New_York,airport,OurAirports
DUR,799.0,King Shaka International Airport,Durban,South Africa,FALE,-29.6144444444,31.119722222199997,295.0,2,U,Africa/Johannesburg,airport,OurAirports
DUS,345.0,Düsseldorf International Airport,Duesseldorf,Germany,EDDL,51.28950119018555,6.766779899597168,147.0,1,E,Europe/Berlin,airport,OurAirports
DVO,4090.0,Francisco Bangoy International Airport,Davao,Philippines,RPMD,7.1255202293396,125.64600372314452,96.0,8,N,Asia/Manila,airport,OurAirports
DWC,8076.0,Al Maktoum International Airport,Dubai,United Arab Emirates,OMDW,24.896356,55.161389,114.0,4,U,Asia/Dubai,airport,OurAirports
DWD,5924.0,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,OEDW,24.5,44.400001525878906,3429.0,3,U,Asia/Riyadh,airport,OurAirports
DXB,2188.0,Dubai International Airport,Dubai,United Arab Emirates,OMDB,25.252799987800003,55.3643989563,62.0,4,U,Asia/Dubai,airport,OurAirports
DYG,6353.0,Dayong Airport,Dayong,China,ZGDY,29.1028,110.443001,692.0,8,U,Asia/Shanghai,airport,OurAirports
DYU,2979.0,Dushanbe Airport,Dushanbe,Tajikistan,UTDD,38.543300628699996,68.8249969482,2575.0,5,U,Asia/Dushanbe,airport,OurAirports
DZA,915.0,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,FMCZ,-12.804699897766113,45.28110122680664,23.0,3,U,Indian/Mayotte,airport,OurAirports
EAM,2075.0,Nejran Airport,Nejran,Saudi Arabia,OENG,17.611400604248047,44.4192008972168,3982.0,3,U,Asia/Riyadh,airport,OurAirports
EAS,1242.0,San Sebastian Airport,San Sebastian,Spain,LESO,43.35649871826172,-1.7906099557876587,16.0,1,E,Europe/Madrid,airport,OurAirports
EAU,5735.0,Chippewa Valley Regional Airport,Eau Claire,United States,KEAU,44.86579895019531,-91.48429870605469,913.0,-6,A,America/Chicago,airport,OurAirports
EBB,1187.0,Entebbe International Airport,Entebbe,Uganda,HUEN,0.04238599911332129,32.44350051879883,3782.0,3,U,Africa/Kampala,airport,OurAirports
EBL,3989.0,Erbil International Airport,Erbil,Iraq,ORER,36.23759841918945,43.96319961547852,1341.0,3,U,Asia/Baghdad,airport,OurAirports
EBU,1350.0,Saint-Étienne-Bouthéon Airport,St-Etienne,France,LFMH,45.54059982299805,4.2963900566101065,1325.0,1,E,Europe/Paris,airport,OurAirports
ECN,5780.0,Ercan International Airport,Nicosia,Cyprus,LCEN,35.15470123291016,33.49610137939453,404.0,2,E,Asia/Nicosia,airport,OurAirports
ECP,7669.0,Northwest Florida Beaches International Airport,Panama City,United States,KECP,30.357105999999998,-85.79541400000001,69.0,-6,A,America/Chicago,airport,OurAirports
EDI,535.0,Edinburgh Airport,Edinburgh,United Kingdom,EGPH,55.95000076293945,-3.372499942779541,135.0,0,E,Europe/London,airport,OurAirports
EDL,1138.0,Eldoret International Airport,Eldoret,Kenya,HKEL,0.4044579863548279,35.23889923095703,6941.0,3,U,Africa/Nairobi,airport,OurAirports
EFL,1455.0,Kefallinia Airport,Keffallinia,Greece,LGKF,38.12009811401367,20.5004997253418,59.0,2,E,Europe/Athens,airport,OurAirports
EGC,1265.0,Bergerac-Roumanière Airport,Bergerac,France,LFBE,44.82529830932617,0.5186110138893127,171.0,1,E,Europe/Paris,airport,OurAirports
EGE,4250.0,Eagle County Regional Airport,Vail,United States,KEGE,39.64260101,-106.9179993,6548.0,-7,A,America/Denver,airport,OurAirports
EIS,2903.0,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,TUPJ,18.444799423217773,-64.54299926757811,15.0,-4,U,America/Tortola,airport,OurAirports
EJA,2718.0,Yariguíes Airport,Barrancabermeja,Colombia,SKEJ,7.02433,-73.8068,412.0,-5,U,America/Bogota,airport,OurAirports
EJH,2095.0,Al Wajh Domestic Airport,Wejh,Saudi Arabia,OEWJ,26.19860076904297,36.47639846801758,66.0,3,U,Asia/Riyadh,airport,OurAirports
EKO,5736.0,Elko Regional Airport,Elko,United States,KEKO,40.82490158081055,-115.79199981689452,5140.0,-8,A,America/Los_Angeles,airport,OurAirports
ELH,1943.0,North Eleuthera Airport,North Eleuthera,Bahamas,MYEH,25.474899291999996,-76.6835021973,13.0,-5,U,America/Nassau,airport,OurAirports
ELM,3946.0,Elmira Corning Regional Airport,Elmira,United States,KELM,42.1599006652832,-76.8916015625,954.0,-5,A,America/New_York,airport,OurAirports
ELP,3559.0,El Paso International Airport,El Paso,United States,KELP,31.80719948,-106.37799840000002,3959.0,-7,A,America/Denver,airport,OurAirports
ELQ,2067.0,Gassim Airport,Gassim,Saudi Arabia,OEGS,26.30279922485352,43.77439880371094,2126.0,3,U,Asia/Riyadh,airport,OurAirports
ELS,800.0,Ben Schoeman Airport,East London,South Africa,FAEL,-33.0355987549,27.825899124099998,435.0,2,U,Africa/Johannesburg,airport,OurAirports
EMD,3990.0,Emerald Airport,Emerald,Australia,YEML,-23.5674991608,148.179000854,624.0,10,O,Australia/Brisbane,airport,OurAirports
ENE,3914.0,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,WATE,-8.8492898941,121.66100311299999,49.0,8,N,Asia/Makassar,airport,OurAirports
ENH,6358.0,Enshi Airport,Enshi,China,ZHES,30.3202991486,109.48500061,1605.0,8,U,Asia/Shanghai,airport,OurAirports
ENU,264.0,Akanu Ibiam International Airport,Enugu,Nigeria,DNEN,6.4742698669433585,7.561960220336914,466.0,1,N,Africa/Lagos,airport,OurAirports
ENY,6367.0,Yan'an Ershilipu Airport,Yan'an,China,ZLYA,36.636902,109.554001,3100.0,8,U,Asia/Shanghai,airport,OurAirports
EOH,2729.0,Enrique Olaya Herrera Airport,Medellin,Colombia,SKMD,6.220549,-75.590582,4949.0,-5,U,America/Bogota,airport,OurAirports
EPR,6266.0,Esperance Airport,Esperance,Australia,YESP,-33.684399,121.822998,470.0,8,O,Australia/Perth,airport,OurAirports
EQS,2488.0,Brigadier Antonio Parodi Airport,Esquel,Argentina,SAVE,-42.908000946,-71.139503479,2621.0,-3,N,America/Catamarca,airport,OurAirports
ERC,1723.0,Erzincan Airport,Erzincan,Turkey,LTCD,39.7102012634,39.5270004272,3783.0,3,E,Europe/Istanbul,airport,OurAirports
ERI,4276.0,Erie International Tom Ridge Field,Erie,United States,KERI,42.0831270134,-80.1738667488,732.0,-5,A,America/New_York,airport,OurAirports
ERZ,1724.0,Erzurum International Airport,Erzurum,Turkey,LTCE,39.9565010071,41.17020034789999,5763.0,3,E,Europe/Istanbul,airport,OurAirports
ESB,1682.0,Esenboğa International Airport,Ankara,Turkey,LTAC,40.128101348899996,32.995098114,3125.0,3,E,Europe/Istanbul,airport,OurAirports
ESC,6800.0,Delta County Airport,Escanaba,United States,KESC,45.7226982117,-87.0936965942,609.0,-5,A,America/New_York,airport,OurAirports
EUG,4099.0,Mahlon Sweet Field,Eugene,United States,KEUG,44.12459945678711,-123.21199798583984,374.0,-8,A,America/Los_Angeles,airport,OurAirports
EVE,641.0,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,ENEV,68.491302490234,16.678100585938,84.0,1,E,Europe/Oslo,airport,OurAirports
EVN,3964.0,Zvartnots International Airport,Yerevan,Armenia,UDYZ,40.1473007202,44.3959007263,2838.0,4,E,Asia/Yerevan,airport,OurAirports
EVV,4018.0,Evansville Regional Airport,Evansville,United States,KEVV,38.0369987488,-87.53240203860001,418.0,-6,A,America/Chicago,airport,OurAirports
EWN,3730.0,Coastal Carolina Regional Airport,New Bern,United States,KEWN,35.0730018616,-77.04290008539998,18.0,-5,A,America/New_York,airport,OurAirports
EWR,3494.0,Newark Liberty International Airport,Newark,United States,KEWR,40.69250106811523,-74.168701171875,18.0,-5,A,America/New_York,airport,OurAirports
EXT,552.0,Exeter International Airport,Exeter,United Kingdom,EGTE,50.73440170288086,-3.4138898849487305,102.0,0,E,Europe/London,airport,OurAirports
EYP,6055.0,El Yopal Airport,Yopal,Colombia,SKYP,5.31911,-72.384,1028.0,-5,U,America/Bogota,airport,OurAirports
EYW,3875.0,Key West International Airport,Key West,United States,KEYW,24.556100845336914,-81.75959777832031,3.0,-5,A,America/New_York,airport,OurAirports
EZE,3988.0,Ministro Pistarini International Airport,Buenos Aires,Argentina,SAEZ,-34.8222,-58.5358,67.0,-3,N,America/Buenos_Aires,airport,OurAirports
EZS,1721.0,Elazığ Airport,Elazig,Turkey,LTCA,38.606899261500004,39.291400909400004,2927.0,3,E,Europe/Istanbul,airport,OurAirports
FAO,1626.0,Faro Airport,Faro,Portugal,LPFR,37.014400482199996,-7.965909957889999,24.0,0,E,Europe/Lisbon,airport,OurAirports
FAR,4292.0,Hector International Airport,Fargo,United States,KFAR,46.92070007324219,-96.81580352783205,902.0,-6,A,America/Chicago,airport,OurAirports
FAT,3687.0,Fresno Yosemite International Airport,Fresno,United States,KFAT,36.77619934082031,-119.71800231933594,336.0,-8,A,America/Los_Angeles,airport,OurAirports
FAY,5738.0,Fayetteville Regional Grannis Field,Fayetteville,United States,KFAY,34.991199493408196,-78.88030242919922,189.0,-5,A,America/New_York,airport,OurAirports
FBM,1038.0,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FZQA,-11.5913000107,27.5308990479,4295.0,2,U,Africa/Lubumbashi,airport,OurAirports
FCA,4127.0,Glacier Park International Airport,Kalispell,United States,KGPI,48.31050109863281,-114.25599670410156,2977.0,-7,A,America/Denver,airport,OurAirports
FCO,1555.0,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,LIRF,41.800277799999996,12.238888900000001,13.0,1,E,Europe/Rome,airport,OurAirports
FDF,2878.0,Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,TFFF,14.590999603271484,-61.00320053100586,16.0,-4,U,America/Martinique,airport,OurAirports
FDH,382.0,Friedrichshafen Airport,Friedrichshafen,Germany,EDNY,47.671298980699994,9.511489868160002,1367.0,1,E,Europe/Berlin,airport,OurAirports
FEG,6149.0,Fergana International Airport,Fergana,Uzbekistan,UTKF,40.3587989807,71.7450027466,1980.0,5,U,Asia/Samarkand,airport,OurAirports
FEZ,1066.0,Saïss Airport,Fes,Morocco,GMFF,33.927299499499995,-4.977960109709999,1900.0,0,N,Africa/Casablanca,airport,OurAirports
FIH,1020.0,Ndjili International Airport,Kinshasa,Congo (Kinshasa),FZAA,-4.38574981689,15.4446001053,1027.0,1,N,Africa/Kinshasa,airport,OurAirports
FKL,4058.0,Venango Regional Airport,Franklin,United States,KFKL,41.3778991699,-79.8603973389,1540.0,-5,A,America/New_York,airport,OurAirports
FKS,5999.0,Fukushima Airport,Fukushima,Japan,RJSF,37.22740173339844,140.43099975585938,1221.0,9,U,Asia/Tokyo,airport,OurAirports
FLA,2719.0,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,SKFL,1.5891899999999999,-75.5644,803.0,-5,U,America/Bogota,airport,OurAirports
FLG,4261.0,Flagstaff Pulliam Airport,Flagstaff,United States,KFLG,35.13850021,-111.6709976,7014.0,-7,N,America/Phoenix,airport,OurAirports
FLL,3533.0,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,KFLL,26.072599411010746,-80.15270233154297,9.0,-5,A,America/New_York,airport,OurAirports
FLN,2555.0,Hercílio Luz International Airport,Florianopolis,Brazil,SBFL,-27.670278549194336,-48.5525016784668,16.0,-3,S,America/Sao_Paulo,airport,OurAirports
FLO,3879.0,Florence Regional Airport,Florence,United States,KFLO,34.18539810180664,-79.7238998413086,146.0,-5,A,America/New_York,airport,OurAirports
FLR,1563.0,Peretola Airport,Florence,Italy,LIRQ,43.810001,11.2051,142.0,1,E,Europe/Rome,airport,OurAirports
FMA,2470.0,Formosa Airport,Formosa,Argentina,SARF,-26.2127,-58.2281,193.0,-3,N,America/Cordoba,airport,OurAirports
FMN,3743.0,Four Corners Regional Airport,Farmington,United States,KFMN,36.7411994934,-108.230003357,5506.0,-7,A,America/Denver,airport,OurAirports
FMO,341.0,Münster Osnabrück Airport,Munster,Germany,EDDG,52.134601593,7.68483018875,160.0,1,E,Europe/Berlin,airport,OurAirports
FNA,1059.0,Lungi International Airport,Freetown,Sierra Leone,GFLL,8.616439819335938,-13.195500373840332,84.0,0,N,Africa/Freetown,airport,OurAirports
FNC,4091.0,Madeira Airport,Funchal,Portugal,LPMA,32.697898864746,-16.774499893188,192.0,0,E,Europe/Lisbon,airport,OurAirports
FNJ,3377.0,Pyongyang Sunan International Airport,Pyongyang,North Korea,ZKPY,39.224098,125.66999799999999,117.0,8.5,U,Asia/Pyongyang,airport,OurAirports
FNT,4089.0,Bishop International Airport,Flint,United States,KFNT,42.96540069580078,-83.74359893798828,782.0,-5,A,America/New_York,airport,OurAirports
FOC,3385.0,Fuzhou Changle International Airport,Fuzhou,China,ZSFZ,25.935100555419922,119.66300201416016,46.0,8,U,Asia/Shanghai,airport,OurAirports
FOE,3843.0,Topeka Regional Airport - Forbes Field,Topeka,United States,KFOE,38.9509010315,-95.6635971069,1078.0,-6,A,America/Chicago,airport,OurAirports
FOR,2559.0,Pinto Martins International Airport,Fortaleza,Brazil,SBFZ,-3.776279926300049,-38.53260040283203,82.0,-3,S,America/Fortaleza,airport,OurAirports
FPO,1948.0,Grand Bahama International Airport,Freeport,Bahamas,MYGF,26.5587005615,-78.695602417,7.0,-5,U,America/Nassau,airport,OurAirports
FRA,340.0,Frankfurt am Main International Airport,Frankfurt,Germany,EDDF,50.033333299999995,8.5705556,364.0,1,E,Europe/Berlin,airport,OurAirports
FRU,2912.0,Manas International Airport,Bishkek,Kyrgyzstan,UAFM,43.0612983704,74.4776000977,2058.0,6,U,Asia/Bishkek,airport,OurAirports
FSC,1323.0,Figari Sud-Corse Airport,Figari,France,LFKF,41.5005989074707,9.097780227661133,87.0,1,E,Europe/Paris,airport,OurAirports
FSD,4009.0,Joe Foss Field Airport,Sioux Falls,United States,KFSD,43.5820007324,-96.741897583,1429.0,-6,A,America/Chicago,airport,OurAirports
FSM,3437.0,Fort Smith Regional Airport,Fort Smith,United States,KFSM,35.33660125732422,-94.36740112304688,469.0,-6,A,America/Chicago,airport,OurAirports
FSZ,6476.0,Mt. Fuji Shizuoka Airport,Shizuoka,Japan,RJNS,34.796110999999996,138.18944399999998,433.0,9,N,Asia/Tokyo,airport,User
FTE,4061.0,El Calafate Airport,El Calafate,Argentina,SAWC,-50.2803,-72.053101,669.0,-3,N,America/Argentina/Rio_Gallegos,airport,OurAirports
FUE,1051.0,Fuerteventura Airport,Fuerteventura,Spain,GCFV,28.452699661254886,-13.863800048828125,85.0,0,E,Atlantic/Canary,airport,OurAirports
FUG,7503.0,Fuyang Xiguan Airport,Fuyang,China,ZSFY,32.882157,115.73436399999999,104.0,8,U,Asia/Shanghai,airport,OurAirports
FUJ,2304.0,Fukue Airport,Fukue,Japan,RJFE,32.66630172729492,128.83299255371094,273.0,9,U,Asia/Tokyo,airport,OurAirports
FUK,2305.0,Fukuoka Airport,Fukuoka,Japan,RJFF,33.585899353027344,130.45100402832028,32.0,9,U,Asia/Tokyo,airport,OurAirports
FUO,7457.0,Foshan,Foshan,China,\N,23.133333,113.28333,8.0,8,N,Asia/Shanghai,unknown,User
FWA,4041.0,Fort Wayne International Airport,Fort Wayne,United States,KFWA,40.97850037,-85.19509888,814.0,-5,A,America/New_York,airport,OurAirports
GAJ,2341.0,Yamagata Airport,Yamagata,Japan,RJSC,38.4118995667,140.371002197,353.0,9,U,Asia/Tokyo,airport,OurAirports
GAU,6173.0,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,VEGT,26.10610008239746,91.58589935302734,162.0,5.5,N,Asia/Calcutta,airport,OurAirports
GBE,881.0,Sir Seretse Khama International Airport,Gaberone,Botswana,FBSK,-24.55520057678223,25.91819953918457,3299.0,2,U,Africa/Gaborone,airport,OurAirports
GBT,6747.0,Gorgan Airport,Gorgan,Iran,OING,36.909400939899996,54.4012985229,-24.0,3.5,E,Asia/Tehran,airport,OurAirports
GCC,4296.0,Gillette Campbell County Airport,Gillette,United States,KGCC,44.3488998413,-105.539001465,4365.0,-7,A,America/Denver,airport,OurAirports
GCK,3497.0,Garden City Regional Airport,Garden City,United States,KGCK,37.9275016785,-100.72399902299999,2891.0,-6,A,America/Chicago,airport,OurAirports
GCM,1926.0,Owen Roberts International Airport,Georgetown,Cayman Islands,MWCR,19.292800903299998,-81.3576965332,8.0,-5,N,America/Cayman,airport,OurAirports
GDE,5680.0,Gode Airport,Gode,Ethiopia,HAGO,5.935130119319999,43.578601837200004,834.0,3,U,Africa/Addis_Ababa,airport,OurAirports
GDL,1804.0,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,MMGL,20.521799087524414,-103.31099700927734,5016.0,-6,S,America/Mexico_City,airport,OurAirports
GDN,668.0,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,EPGD,54.377601623535156,18.46619987487793,489.0,1,E,Europe/Warsaw,airport,OurAirports
GDQ,1114.0,Gonder Airport,Gondar,Ethiopia,HAGN,12.51990032196045,37.433998107910156,6449.0,3,U,Africa/Addis_Ababa,airport,OurAirports
GDX,2930.0,Sokol Airport,Magadan,Russia,UHMM,59.9109992980957,150.72000122070312,574.0,11,N,Asia/Srednekolymsk,airport,OurAirports
GDZ,6933.0,Gelendzhik Airport,Gelendzhik,Russia,URKG,44.582092629499996,38.0124807358,98.0,3,N,Europe/Moscow,airport,OurAirports
GEG,3467.0,Spokane International Airport,Spokane,United States,KGEG,47.61989974975586,-117.53399658203124,2376.0,-8,A,America/Los_Angeles,airport,OurAirports
GET,6268.0,Geraldton Airport,Geraldton,Australia,YGEL,-28.796101,114.707001,121.0,8,O,Australia/Perth,airport,OurAirports
GEV,715.0,Gällivare Airport,Gallivare,Sweden,ESNG,67.13240051269531,20.814599990844727,1027.0,1,E,Europe/Stockholm,airport,OurAirports
GFK,3442.0,Grand Forks International Airport,Grand Forks,United States,KGFK,47.949298999999996,-97.176102,845.0,-6,A,America/Chicago,airport,OurAirports
GGG,3465.0,East Texas Regional Airport,Longview,United States,KGGG,32.38399887084961,-94.71150207519531,365.0,-6,A,America/Chicago,airport,OurAirports
GGT,1941.0,Exuma International Airport,Great Exuma,Bahamas,MYEF,23.5625991821,-75.8779983521,9.0,-5,U,America/Nassau,airport,OurAirports
GHB,1944.0,Governor's Harbour Airport,Governor's Harbor,Bahamas,MYEM,25.2847003937,-76.3310012817,26.0,-5,U,America/Nassau,airport,OurAirports
GIB,1738.0,Gibraltar Airport,Gibraltar,Gibraltar,LXGB,36.1511993408,-5.3496599197400005,15.0,1,N,Europe/Gibraltar,airport,OurAirports
GIG,2560.0,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,SBGL,-22.809999465900002,-43.2505569458,28.0,-3,S,America/Sao_Paulo,airport,OurAirports
GIS,2012.0,Gisborne Airport,Gisborne,New Zealand,NZGS,-38.66329956054688,177.97799682617188,15.0,12,Z,Pacific/Auckland,airport,OurAirports
GIU,9229.0,Sigiriya Air Force Base,Sigiriya,Sri Lanka,VCCS,7.956669807430002,80.7285003662,630.0,5.5,N,Asia/Colombo,airport,OurAirports
GIZ,2066.0,Jizan Regional Airport,Gizan,Saudi Arabia,OEGN,16.901100158691403,42.58580017089844,20.0,3,U,Asia/Riyadh,airport,OurAirports
GJT,4063.0,Grand Junction Regional Airport,Grand Junction,United States,KGJT,39.1223983765,-108.527000427,4858.0,-7,A,America/Denver,airport,OurAirports
GLA,534.0,Glasgow International Airport,Glasgow,United Kingdom,EGPF,55.8718986511,-4.43306016922,26.0,0,E,Europe/London,airport,OurAirports
GLT,6269.0,Gladstone Airport,Gladstone,Australia,YGLA,-23.869699,151.223007,64.0,10,O,Australia/Brisbane,airport,OurAirports
GMB,1113.0,Gambella Airport,Gambella,Ethiopia,HAGM,8.12876033782959,34.563098907470696,1614.0,3,U,Africa/Addis_Ababa,airport,OurAirports
GMP,2378.0,Gimpo International Airport,Seoul,South Korea,RKSS,37.5583000183,126.791000366,58.0,9,U,Asia/Seoul,airport,OurAirports
GND,2882.0,Point Salines International Airport,Point Salines,Grenada,TGPY,12.004199981689453,-61.78620147705078,41.0,-4,U,America/Grenada,airport,OurAirports
GNV,3472.0,Gainesville Regional Airport,Gainesville,United States,KGNV,29.6900997162,-82.27179718020001,152.0,-5,A,America/New_York,airport,OurAirports
GNY,9044.0,Şanlıurfa GAP Airport,Sanliurfa,Turkey,LTCS,37.44566345214844,38.895591735839844,2708.0,3,E,Europe/Istanbul,airport,OurAirports
GOA,1528.0,Genoa Cristoforo Colombo Airport,Genoa,Italy,LIMJ,44.4133,8.8375,13.0,1,E,Europe/Rome,airport,OurAirports
GOI,3007.0,Dabolim Airport,Goa,India,VAGO,15.3808002472,73.83139801029999,150.0,5.5,N,Asia/Calcutta,airport,OurAirports
GOJ,4274.0,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,UWGG,56.23009872436499,43.784000396729,256.0,3,N,Europe/Moscow,airport,OurAirports
GOQ,6363.0,Golmud Airport,Golmud,China,ZLGM,36.4006,94.786102,9334.0,8,U,Asia/Shanghai,airport,OurAirports
GOT,687.0,Gothenburg-Landvetter Airport,Gothenborg,Sweden,ESGG,57.662799835205,12.279800415039,506.0,1,E,Europe/Stockholm,airport,OurAirports
GOV,6316.0,Gove Airport,Gove,Australia,YPGV,-12.269399642899998,136.817993164,192.0,9.5,O,Australia/Darwin,airport,OurAirports
GPI,2722.0,Juan Casiano Airport,Guapi,Colombia,SKGP,2.57013,-77.8986,164.0,-5,U,America/Bogota,airport,OurAirports
